Geneid,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S1,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S1,PC3_Normoxia_S2
ENSG00000145040,67,105,20,19,1228,430,71,203
ENSG00000284251,0,0,0,0,0,0,0,0
ENSG00000183396,1,2,3,7,2,0,1,1
ENSG00000225697,1476,1570,934,1314,1109,444,294,733
ENSG00000284364,0,0,0,0,0,0,0,0
ENSG00000008300,796,880,294,440,77,39,34,76
ENSG00000284575,0,0,0,0,0,0,0,0
ENSG00000213672,2136,2472,1107,1713,1127,388,282,743
ENSG00000068745,7468,8648,5320,6383,1038,384,322,1041
ENSG00000114270,2469,2433,1097,1818,298,82,85,177
ENSG00000075975,1042,1173,1164,1408,1153,411,412,994
ENSG00000172667,4078,4368,1978,2002,336,110,145,445
ENSG00000200616,0,0,0,0,0,0,0,0
ENSG00000121879,594,680,566,578,2087,647,676,1837
ENSG00000241553,1031,1400,1092,1484,760,319,425,1036
ENSG00000163964,2042,2350,2376,2628,654,209,256,606
ENSG00000197763,793,1055,621,784,118,43,54,136
ENSG00000179097,0,0,0,0,0,2,1,6
ENSG00000114779,2266,2345,3237,4810,989,435,524,1594
ENSG00000239732,0,0,0,0,0,0,0,0
ENSG00000163918,4005,4770,5460,5396,1068,382,415,1128
ENSG00000180044,26,11,27,45,3,0,3,7
ENSG00000232382,0,0,0,0,0,0,0,0
ENSG00000144681,16,13,5,16,443,140,114,359
ENSG00000198398,0,0,0,0,0,0,0,0
ENSG00000231213,0,0,0,0,0,0,0,0
ENSG00000144852,1,0,0,0,0,0,0,1
ENSG00000113889,22,18,77,146,0,0,0,0
ENSG00000234325,1,0,0,0,1,0,0,0
ENSG00000235947,0,0,2,1,2,0,1,1
ENSG00000275981,0,0,0,0,0,0,0,0
ENSG00000010319,350,336,348,400,10,4,5,13
ENSG00000114854,83,86,63,86,0,0,0,0
ENSG00000010322,4654,5022,4011,5525,708,255,333,888
ENSG00000114841,321,352,447,620,58,22,35,85
ENSG00000076201,2093,2353,1465,2155,305,106,140,373
ENSG00000276925,0,0,0,0,0,0,0,0
ENSG00000163832,905,1117,952,1577,308,108,181,516
ENSG00000244732,0,0,0,0,0,0,0,0
ENSG00000114646,772,737,826,1199,88,32,15,25
ENSG00000214773,2,2,0,1,2,2,8,12
ENSG00000235695,10,13,17,20,4,0,0,2
ENSG00000239716,0,0,0,0,3,1,0,0
ENSG00000241723,0,1,0,0,1,0,0,0
ENSG00000277143,0,0,0,0,0,0,0,0
ENSG00000243314,0,0,0,1,0,0,0,0
ENSG00000243025,0,0,0,0,0,0,0,0
ENSG00000243165,0,0,0,0,0,0,0,0
ENSG00000174891,2301,2695,2726,2791,918,314,374,1079
ENSG00000113971,234,239,278,337,110,44,46,85
ENSG00000132153,2022,2473,1849,2591,587,176,325,780
ENSG00000274420,0,0,0,0,0,0,0,0
ENSG00000221585,0,0,0,0,0,0,0,0
ENSG00000199591,0,0,0,0,0,0,0,0
ENSG00000224895,0,0,0,0,2,0,0,3
ENSG00000270285,0,0,0,0,0,0,0,0
ENSG00000265078,0,0,0,0,13,7,2,1
ENSG00000236768,0,2,4,5,2,0,1,5
ENSG00000164045,878,1041,1018,1155,510,152,233,666
ENSG00000235627,0,0,0,0,0,0,0,0
ENSG00000253056,0,0,0,0,0,0,0,0
ENSG00000231884,1,4,4,11,0,0,0,6
ENSG00000265483,0,0,0,0,0,0,0,0
ENSG00000164047,0,1,0,0,0,0,0,0
ENSG00000164048,2855,3088,1753,2179,587,262,342,814
ENSG00000229759,10,17,11,20,6,2,5,13
ENSG00000199476,0,0,0,0,0,0,0,0
ENSG00000172113,426,489,522,556,246,100,149,368
ENSG00000228638,0,0,0,0,0,0,0,0
ENSG00000252466,0,0,0,0,0,0,0,0
ENSG00000164049,0,0,3,0,0,0,0,0
ENSG00000277483,0,0,0,0,0,0,0,0
ENSG00000164053,579,764,637,809,222,86,146,415
ENSG00000280053,0,1,0,0,3,1,0,0
ENSG00000114554,1700,2029,1548,2196,4850,1795,2195,5613
ENSG00000242390,1,0,1,0,2,0,1,1
ENSG00000252745,0,0,0,0,0,0,0,0
ENSG00000120756,754,835,926,1050,1235,372,553,1377
ENSG00000199319,0,0,0,0,2,0,0,0
ENSG00000251787,0,0,0,0,0,0,0,1
ENSG00000163710,80,80,4,10,404,155,155,396
ENSG00000240950,24,35,43,83,53,23,23,52
ENSG00000188582,1,1,1,3,22,5,2,11
ENSG00000241592,0,0,0,0,0,0,0,0
ENSG00000272477,0,0,0,0,1,0,0,1
ENSG00000236570,1,4,2,1,1,2,0,0
ENSG00000251761,0,0,0,0,0,0,0,0
ENSG00000081307,2650,3147,3184,3496,514,175,154,460
ENSG00000232535,0,0,0,0,0,0,0,0
ENSG00000163719,843,1012,873,1142,193,75,121,279
ENSG00000248365,0,0,0,0,0,0,0,0
ENSG00000231192,0,0,0,0,0,0,0,0
ENSG00000236032,0,0,0,0,0,0,0,0
ENSG00000248507,0,0,0,0,0,0,0,0
ENSG00000230301,0,0,0,0,0,0,0,0
ENSG00000156983,1476,1693,1173,1436,250,72,80,294
ENSG00000011376,2282,2612,3404,4228,691,226,380,1012
ENSG00000144791,2408,2828,2502,3240,1456,539,607,1583
ENSG00000229515,0,0,0,0,0,0,0,0
ENSG00000163823,0,0,0,0,20,3,11,43
ENSG00000236736,0,0,0,0,0,0,0,0
ENSG00000121807,4,10,1,5,0,0,0,0
ENSG00000121797,0,0,2,4,343,118,101,326
ENSG00000283646,6,5,0,4,3,0,1,3
ENSG00000283473,0,0,0,0,0,0,0,0
ENSG00000183625,0,1,1,1,3,0,2,10
ENSG00000012223,21,28,106,257,0,0,0,0
ENSG00000163825,0,0,0,3,0,0,0,0
ENSG00000163827,2,3,2,3,10,1,6,8
ENSG00000163703,659,662,616,868,46,11,26,92
ENSG00000132170,87,66,87,88,4694,1683,1732,4690
ENSG00000272886,2891,3268,2218,2510,692,230,278,778
ENSG00000274967,0,0,0,0,0,0,0,0
ENSG00000207109,0,0,0,0,0,0,0,0
ENSG00000212608,0,0,0,0,0,0,0,0
ENSG00000227224,0,0,0,0,0,0,0,0
ENSG00000251987,0,0,0,0,0,0,0,0
ENSG00000271916,2,7,0,4,0,0,0,0
ENSG00000016391,1585,1801,1317,1592,47,19,45,111
ENSG00000056736,1405,1498,1088,985,45,10,33,107
ENSG00000271976,210,279,175,250,111,31,44,131
ENSG00000113812,1410,1695,1238,1504,485,157,192,519
ENSG00000144554,1569,1803,2146,1998,495,148,216,565
ENSG00000276656,0,0,0,0,0,0,0,0
ENSG00000252751,0,0,0,0,0,0,0,0
ENSG00000260391,0,0,0,0,0,0,0,0
ENSG00000114491,1354,1739,2022,2265,165,38,87,226
ENSG00000265981,5,3,3,7,3,0,2,7
ENSG00000242199,0,0,0,0,0,0,0,0
ENSG00000082781,768,871,850,1382,1882,633,567,1450
ENSG00000244286,1,0,0,0,0,0,0,0
ENSG00000280042,2,0,1,1,2,0,3,2
ENSG00000276626,0,0,0,0,0,0,0,0
ENSG00000243986,0,0,0,3,3,0,2,3
ENSG00000173702,2,2,2,2,25,12,15,29
ENSG00000270772,0,0,0,0,0,0,0,1
ENSG00000213509,0,3,3,3,0,2,3,2
ENSG00000136068,12223,14289,11204,13021,13511,4803,2640,6956
ENSG00000160145,256,293,104,155,136,49,60,143
ENSG00000240902,0,0,0,0,0,0,0,0
ENSG00000064835,0,0,0,0,0,0,0,0
ENSG00000284660,0,0,0,0,0,0,0,0
ENSG00000221737,0,0,0,0,0,0,0,0
ENSG00000242229,0,1,0,0,0,0,0,1
ENSG00000287617,0,1,1,4,0,0,0,0
ENSG00000241346,3,0,0,0,0,0,0,0
ENSG00000241278,0,0,0,0,0,0,0,0
ENSG00000241439,0,0,0,0,0,0,0,0
ENSG00000114547,22,11,28,20,2,1,0,4
ENSG00000242103,0,0,0,0,0,0,0,0
ENSG00000287022,7,18,11,12,10,8,10,17
ENSG00000051341,3091,3767,2660,2449,857,218,278,894
ENSG00000242445,16,17,15,19,4,1,0,1
ENSG00000186103,0,2,0,1,0,0,0,0
ENSG00000163833,0,0,0,0,0,0,0,1
ENSG00000254485,8,10,16,21,2,0,0,2
ENSG00000214041,1,0,0,0,0,0,0,0
ENSG00000134077,3675,4112,3674,3905,1196,410,524,1406
ENSG00000156959,0,0,0,0,0,0,0,0
ENSG00000235338,0,0,0,0,0,0,0,0
ENSG00000068028,543,635,405,614,237,86,82,178
ENSG00000053524,41,49,38,54,175,66,33,105
ENSG00000214706,1612,2047,1404,2140,459,153,279,642
ENSG00000152601,5415,6465,6494,7190,5089,1564,1575,4850
ENSG00000163515,0,0,2,0,0,0,0,0
ENSG00000144671,9,6,7,9,3,1,2,5
ENSG00000170044,59,84,384,435,8,4,2,5
ENSG00000225526,87,62,104,132,12,3,8,16
ENSG00000171148,4134,4672,3109,5083,1310,556,502,1481
ENSG00000144644,0,0,0,0,1,3,0,4
ENSG00000172969,1,4,1,1,0,0,0,0
ENSG00000150995,1255,1491,1073,1099,1417,438,109,294
ENSG00000154928,4,4,5,4,980,285,186,625
ENSG00000114654,224,294,328,377,0,0,0,0
ENSG00000172995,2,3,2,0,48,20,7,14
ENSG00000177311,1838,2141,1838,1889,1800,498,454,1273
ENSG00000163946,2939,3254,2304,2423,2469,751,824,2293
ENSG00000114124,0,2,3,0,3,2,1,6
ENSG00000131389,2986,2927,198,180,3009,852,401,1156
ENSG00000188729,0,0,0,0,0,0,0,0
ENSG00000168386,0,0,0,0,3,0,1,0
ENSG00000181789,5395,6277,7331,9352,1247,506,598,1539
ENSG00000278658,0,0,0,0,0,0,0,0
ENSG00000183624,837,915,1215,1770,155,63,88,178
ENSG00000248916,0,0,1,0,0,0,0,0
ENSG00000270492,0,1,0,0,0,0,0,0
ENSG00000270773,0,0,0,0,0,0,0,2
ENSG00000207088,4,0,2,5,5,3,3,3
ENSG00000129071,2308,2795,2319,2695,764,240,316,857
ENSG00000163914,0,0,1,0,0,0,0,0
ENSG00000178804,0,0,0,0,0,1,0,0
ENSG00000004399,258,255,85,90,156,66,68,223
ENSG00000239437,0,3,0,1,1196,409,159,814
ENSG00000248659,0,0,0,0,0,0,0,0
ENSG00000182923,945,1002,884,1110,128,60,54,142
ENSG00000088727,171,212,347,470,38,14,19,89
ENSG00000199994,0,0,1,0,0,2,0,4
ENSG00000174946,0,0,0,0,0,0,0,0
ENSG00000174944,0,0,0,0,0,1,0,0
ENSG00000239570,0,0,0,0,0,0,1,2
ENSG00000286273,0,0,0,0,0,0,0,1
ENSG00000138271,20,16,5,16,273,74,88,185
ENSG00000181631,0,0,0,0,0,0,0,0
ENSG00000169313,0,0,0,0,0,0,0,0
ENSG00000242810,0,0,0,0,0,0,0,0
ENSG00000242119,0,0,0,0,0,0,0,0
ENSG00000264330,0,0,0,0,0,0,0,0
ENSG00000152580,0,0,0,0,72,19,51,132
ENSG00000173769,2,0,0,1,0,0,0,0
ENSG00000271937,17,7,15,20,1,0,3,3
ENSG00000179152,2787,3127,3838,4033,1027,408,332,904
ENSG00000265470,0,0,0,0,0,0,0,0
ENSG00000136527,7081,8635,9708,10453,2259,714,870,2227
ENSG00000221264,0,0,0,0,0,0,0,0
ENSG00000274387,0,0,0,0,0,0,0,0
ENSG00000242094,18,18,15,6,12,3,7,13
ENSG00000272087,0,0,0,0,0,0,0,0
ENSG00000118849,1,0,0,0,2,0,0,1
ENSG00000118855,3716,4323,4110,5723,2674,830,627,1797
ENSG00000243675,0,0,1,0,0,0,1,0
ENSG00000271778,13,13,11,13,1,0,0,3
ENSG00000272247,10,22,61,57,3,2,1,4
ENSG00000232374,0,0,0,0,0,0,0,0
ENSG00000279311,4,1,5,9,7,2,4,9
ENSG00000263634,0,0,0,0,0,0,0,0
ENSG00000244249,0,0,0,0,0,0,0,0
ENSG00000243116,1,0,0,0,0,0,0,0
ENSG00000252763,0,0,0,0,0,0,0,0
ENSG00000114861,631,724,626,698,626,219,208,527
ENSG00000175110,3048,3766,3878,4229,1101,359,447,1237
ENSG00000278234,0,0,1,4,0,0,0,0
ENSG00000144895,5987,6852,7943,8495,4793,1727,1915,5484
ENSG00000199075,0,0,0,0,0,0,0,0
ENSG00000136059,13,11,9,24,2,2,1,2
ENSG00000261167,62,66,84,119,47,7,11,30
ENSG00000114686,6026,7002,9595,10246,3516,1171,1541,4213
ENSG00000249020,1,0,1,0,2,0,4,1
ENSG00000251447,0,0,0,0,0,0,0,0
ENSG00000265859,0,0,0,0,0,0,0,0
ENSG00000240854,484,622,627,591,249,72,110,259
ENSG00000196353,3,0,4,8,1,1,0,4
ENSG00000243188,0,0,0,0,0,0,0,0
ENSG00000241634,24,35,25,25,72,25,32,101
ENSG00000202379,0,0,0,0,0,0,0,0
ENSG00000276763,0,0,0,0,0,0,0,0
ENSG00000145198,24,30,3,1,74,26,20,55
ENSG00000173421,0,3,0,1,0,1,0,0
ENSG00000144821,88,114,118,142,321,70,41,111
ENSG00000114631,3409,3896,3492,5565,248,101,119,295
ENSG00000114626,184,212,181,274,290,112,104,235
ENSG00000187715,0,0,0,0,1,0,0,0
ENSG00000201210,0,0,0,0,0,0,0,0
ENSG00000222627,2,1,0,1,0,0,0,0
ENSG00000239608,2,1,4,3,0,0,0,1
ENSG00000074416,690,800,526,580,1522,582,521,1284
ENSG00000180353,13,19,21,28,52,10,34,87
ENSG00000243544,0,0,0,0,1,0,0,1
ENSG00000222057,0,0,0,0,0,0,1,0
ENSG00000173226,2036,2388,1504,1752,872,276,373,1077
ENSG00000145088,448,630,298,222,5,2,6,13
ENSG00000163406,628,883,316,290,16,9,16,25
ENSG00000178732,0,0,2,1,1,1,1,3
ENSG00000065534,609,659,220,199,324,89,83,331
ENSG00000214301,0,0,0,0,0,0,0,0
ENSG00000250983,1,1,1,0,0,0,0,1
ENSG00000201827,0,0,0,0,0,0,0,0
ENSG00000091527,7631,9072,9596,10107,5099,1646,1253,3840
ENSG00000163781,5094,5683,4627,4754,2728,847,818,2271
ENSG00000229453,2,6,13,13,0,0,0,0
ENSG00000168779,174,207,244,261,6,6,3,14
ENSG00000187527,0,0,1,0,3,0,3,1
ENSG00000169855,934,1180,1348,1402,1928,659,665,1826
ENSG00000163632,0,0,0,0,0,0,0,0
ENSG00000233412,0,0,0,0,0,0,0,0
ENSG00000197584,0,0,0,0,1,1,0,6
ENSG00000196220,241,302,477,566,97,51,38,117
ENSG00000144550,9,10,10,12,3,1,1,1
ENSG00000185219,1752,1902,1760,2074,618,204,338,805
ENSG00000114857,8253,9458,6856,7012,1541,501,484,1387
ENSG00000155903,526,617,615,588,751,251,210,497
ENSG00000183662,1,2,1,0,0,0,0,0
ENSG00000113811,693,737,612,898,523,162,192,447
ENSG00000114650,2029,2319,2063,3404,646,259,377,971
ENSG00000164054,4947,4996,5332,8649,2224,917,1170,3381
ENSG00000154781,1324,1397,1213,1436,396,117,150,458
ENSG00000010318,374,360,416,492,100,41,51,155
ENSG00000178252,5490,6346,4743,7231,1201,408,442,1199
ENSG00000163931,10957,12741,12293,18507,2482,877,960,2520
ENSG00000248487,178,206,198,369,115,48,37,138
ENSG00000180767,1,0,3,3,0,1,0,2
ENSG00000163507,992,1190,1298,1225,2701,842,964,2689
ENSG00000113851,1321,1491,1498,1566,359,100,129,369
ENSG00000242364,0,0,0,0,3,1,0,0
ENSG00000278554,0,0,0,0,0,0,0,0
ENSG00000239454,0,0,0,0,0,0,0,0
ENSG00000223738,0,0,0,0,0,0,0,1
ENSG00000213452,0,0,0,0,0,0,0,0
ENSG00000113805,17,17,15,4,13,5,14,24
ENSG00000241022,0,0,0,0,0,0,0,0
ENSG00000242638,0,0,0,0,0,0,0,0
ENSG00000266780,0,0,0,0,0,0,0,0
ENSG00000287398,1,0,0,4,0,0,0,0
ENSG00000213300,110,136,126,192,17,4,6,9
ENSG00000228868,0,0,0,0,0,0,0,0
ENSG00000249253,0,0,0,0,0,0,0,0
ENSG00000197980,13,20,17,17,16,6,6,12
ENSG00000144843,0,0,1,0,294,95,89,306
ENSG00000174844,12,12,22,31,55,14,18,55
ENSG00000163882,2245,2576,1878,2765,1783,661,472,1277
ENSG00000182973,1942,2392,2594,3017,906,295,356,981
ENSG00000173531,898,908,375,530,25,9,11,21
ENSG00000188958,3,5,11,13,6,2,0,6
ENSG00000144741,480,531,485,607,103,32,30,107
ENSG00000206760,0,0,0,0,0,0,0,0
ENSG00000202363,0,0,0,0,0,0,0,0
ENSG00000230757,0,0,0,0,0,0,0,0
ENSG00000168314,10,14,4,13,0,0,0,1
ENSG00000144893,75,70,109,109,224,61,100,265
ENSG00000181555,4517,5125,3738,3935,3459,1120,1047,3007
ENSG00000178084,0,0,0,0,0,0,0,0
ENSG00000233576,0,0,0,0,0,0,0,0
ENSG00000207351,0,0,0,0,0,0,0,0
ENSG00000186038,2,1,0,0,0,0,0,0
ENSG00000205955,0,0,0,0,0,0,0,0
ENSG00000228205,19,22,27,45,46,22,7,19
ENSG00000161204,2152,2606,2195,3180,1024,364,462,1212
ENSG00000168137,12189,13201,8571,10075,3010,988,881,2442
ENSG00000263932,0,0,0,0,0,0,0,0
ENSG00000114770,2869,3136,3194,4116,1354,363,448,1094
ENSG00000223529,4,6,7,13,9,5,0,1
ENSG00000186090,0,0,0,0,0,0,0,0
ENSG00000161202,5809,6362,4285,5605,1720,621,693,1871
ENSG00000161203,7027,8179,6750,10244,8642,2932,2693,6925
ENSG00000277925,0,0,0,0,0,0,0,0
ENSG00000184378,48,60,83,104,59,30,32,109
ENSG00000085274,1057,1245,1037,1283,869,257,291,860
ENSG00000269984,1,0,0,0,4,0,4,1
ENSG00000171757,0,0,0,0,143,46,67,134
ENSG00000270135,0,1,1,2,0,0,0,0
ENSG00000270096,3,5,9,6,2,1,5,2
ENSG00000114248,18,26,49,96,0,0,1,0
ENSG00000240128,0,0,0,0,0,0,0,0
ENSG00000187033,1,0,0,0,0,0,0,1
ENSG00000244039,0,0,0,0,0,0,0,0
ENSG00000244193,0,0,0,0,0,0,0,0
ENSG00000008952,7788,8856,9275,11513,440,105,151,538
ENSG00000240373,0,0,0,0,0,0,0,0
ENSG00000173890,705,688,862,831,156,79,23,79
ENSG00000201342,0,0,0,1,0,0,0,0
ENSG00000242583,0,0,0,0,0,0,0,0
ENSG00000188306,0,1,2,0,13,5,10,18
ENSG00000164081,1924,2537,2116,3390,400,153,162,486
ENSG00000288063,34,31,17,44,2,0,2,5
ENSG00000201595,0,0,0,0,0,0,0,0
ENSG00000164082,27,27,13,21,1,0,0,4
ENSG00000214686,0,0,0,0,0,0,0,0
ENSG00000230732,19,16,17,12,8,4,4,8
ENSG00000114503,7397,8340,8339,8822,2222,808,963,2687
ENSG00000225578,0,0,1,1,1,1,0,0
ENSG00000270170,1404,1766,1942,2266,19,11,17,36
ENSG00000119227,81,85,67,177,34,13,21,30
ENSG00000286017,5,1,6,6,0,0,0,0
ENSG00000233487,0,0,0,0,0,0,0,0
ENSG00000163602,4898,5512,3695,4207,2827,859,645,1781
ENSG00000196428,1224,1462,1138,1337,2223,751,489,1389
ENSG00000206384,0,0,1,0,0,0,0,0
ENSG00000273328,2,0,3,2,3,4,2,7
ENSG00000273291,0,0,0,0,0,0,0,0
ENSG00000182983,0,0,0,1,3,0,1,1
ENSG00000206552,0,0,0,0,0,0,0,0
ENSG00000232375,0,0,0,0,2,0,0,3
ENSG00000163788,1193,1313,1142,1197,3196,1062,486,1362
ENSG00000241939,0,1,0,0,1,0,1,3
ENSG00000234617,85,111,129,153,25,8,4,23
ENSG00000251811,0,0,0,0,3,0,0,0
ENSG00000223916,0,0,1,0,3,0,0,4
ENSG00000144649,20,16,44,60,176,80,69,156
ENSG00000196639,7,10,9,27,335,106,113,326
ENSG00000213964,2,1,1,3,0,0,0,0
ENSG00000197548,445,554,672,910,499,178,259,637
ENSG00000235240,0,0,0,0,0,0,0,0
ENSG00000270531,0,0,0,0,0,0,0,0
ENSG00000144560,6710,7439,4448,5204,763,293,255,719
ENSG00000271716,0,0,0,0,0,0,0,0
ENSG00000272483,1,0,0,0,0,0,0,0
ENSG00000265028,0,0,0,0,0,0,0,0
ENSG00000233544,0,0,0,0,0,0,0,1
ENSG00000244404,0,0,0,0,0,0,0,0
ENSG00000201713,0,0,0,0,0,0,0,0
ENSG00000213877,0,0,1,1,0,0,0,1
ENSG00000201962,0,0,0,0,0,0,0,0
ENSG00000229421,0,0,0,0,0,0,0,0
ENSG00000077092,1049,1076,325,330,2669,765,496,1255
ENSG00000202177,0,0,0,0,2,0,0,0
ENSG00000174173,1972,2497,2725,3017,1278,399,477,1205
ENSG00000133657,3455,4223,3919,3710,7996,2617,1878,5228
ENSG00000244675,0,0,0,2,20,8,14,31
ENSG00000244730,0,0,0,0,0,0,0,0
ENSG00000187492,7,5,3,4,0,0,0,0
ENSG00000185614,0,1,2,5,8,3,2,17
ENSG00000182179,221,273,303,422,15,5,7,20
ENSG00000283726,0,0,0,0,0,0,0,0
ENSG00000183763,262,284,300,408,188,106,106,299
ENSG00000164076,81,69,21,26,23,4,6,7
ENSG00000264706,0,0,0,0,0,0,0,0
ENSG00000234667,1,5,0,1,0,0,0,0
ENSG00000164077,307,363,408,616,159,65,128,389
ENSG00000004534,7756,8453,4882,5827,552,173,221,563
ENSG00000003756,4830,5110,4052,5114,914,268,303,959
ENSG00000281691,0,0,0,0,0,0,0,0
ENSG00000207922,0,0,0,0,0,0,0,0
ENSG00000114013,0,0,1,0,1,0,1,2
ENSG00000287977,0,0,0,0,0,0,0,0
ENSG00000036828,3,12,1,3,0,0,0,0
ENSG00000240236,0,0,0,0,0,0,0,0
ENSG00000121552,34,43,44,46,3,0,2,3
ENSG00000160124,3621,4126,2903,3277,1908,593,607,1681
ENSG00000114023,38807,41517,10477,13420,6418,2087,496,1264
ENSG00000196981,944,1053,1635,1730,379,141,202,590
ENSG00000242531,1,0,0,0,1,0,0,0
ENSG00000114030,4817,5472,3939,4359,6505,2019,1890,5234
ENSG00000275348,0,0,0,0,0,0,0,0
ENSG00000138496,2967,3503,3831,4295,871,304,456,1407
ENSG00000163840,2166,2495,3753,3959,1531,622,949,2611
ENSG00000173200,0,2,1,0,0,0,0,0
ENSG00000243918,11,11,20,9,1,2,0,2
ENSG00000125037,1393,1563,1936,2546,995,315,377,1008
ENSG00000144867,3502,4533,5134,6641,1427,454,655,1660
ENSG00000244153,374,339,305,332,308,89,86,241
ENSG00000249274,0,1,0,0,11,9,2,11
ENSG00000057019,261,346,444,456,48651,15991,15574,44808
ENSG00000206712,0,0,0,0,45,13,20,58
ENSG00000207331,0,1,0,0,2,0,0,2
ENSG00000064225,181,216,2,5,1223,362,249,829
ENSG00000163820,5562,6247,4598,5674,737,244,449,1103
ENSG00000224237,0,0,0,0,0,0,0,0
ENSG00000207251,0,0,0,1,0,0,0,0
ENSG00000227523,0,0,0,0,0,0,0,0
ENSG00000201033,0,0,0,0,0,0,0,0
ENSG00000151276,3599,4036,2179,2520,138,24,48,138
ENSG00000144559,464,451,428,646,224,98,150,366
ENSG00000065371,0,0,0,0,1,0,0,0
ENSG00000163689,777,843,679,667,711,261,140,426
ENSG00000114656,675,826,664,801,13,1,3,12
ENSG00000163673,3,0,1,2,0,0,0,0
ENSG00000160791,0,0,0,1,0,0,0,0
ENSG00000170364,862,1040,1297,1601,183,82,128,309
ENSG00000121570,0,0,1,0,0,0,0,0
ENSG00000145022,1202,1486,1293,1523,286,117,157,389
ENSG00000179407,0,1,0,0,0,0,0,0
ENSG00000171121,109,131,120,115,24,7,13,32
ENSG00000288969,0,0,0,0,2,0,1,1
ENSG00000289507,9,12,7,19,6,2,4,14
ENSG00000289233,0,0,0,0,0,0,0,0
ENSG00000289632,0,0,0,0,0,0,0,0
ENSG00000289138,95,93,73,82,28,10,11,33
ENSG00000288780,0,0,0,0,0,0,1,0
ENSG00000289574,27,38,11,24,16,3,9,20
ENSG00000289134,0,0,0,2,0,0,0,0
ENSG00000240138,0,0,0,0,0,0,0,0
ENSG00000196542,6,14,7,6,10,3,5,19
ENSG00000240567,0,0,2,1,0,0,1,4
ENSG00000234851,431,432,502,996,223,90,38,69
ENSG00000182447,0,0,0,0,0,0,0,0
ENSG00000156990,894,1073,836,1322,372,131,253,663
ENSG00000227578,0,0,0,0,0,0,0,0
ENSG00000177463,1717,2064,1325,1370,567,194,165,537
ENSG00000237645,2,0,0,0,0,0,0,0
ENSG00000289417,0,1,0,1,3,0,2,7
ENSG00000228213,0,0,0,0,0,0,0,0
ENSG00000252982,0,0,0,0,0,0,0,0
ENSG00000232601,0,0,0,0,0,0,0,0
ENSG00000213169,0,0,1,2,0,3,1,0
ENSG00000285614,9,10,2,5,0,1,0,2
ENSG00000183185,0,0,0,0,0,0,0,0
ENSG00000250750,0,0,0,0,0,0,0,0
ENSG00000231362,0,0,0,0,2,0,0,0
ENSG00000132182,3651,4332,4189,5827,3369,1328,1021,2716
ENSG00000238138,0,0,0,0,0,0,0,0
ENSG00000223398,0,0,0,0,0,0,0,0
ENSG00000163517,523,559,632,908,217,67,69,150
ENSG00000163520,45,42,39,102,0,1,0,0
ENSG00000114204,2,0,3,0,0,0,0,0
ENSG00000234742,16,17,37,50,18,3,0,0
ENSG00000114473,898,1086,1266,1392,186,59,50,162
ENSG00000199306,0,0,0,0,0,0,0,0
ENSG00000182899,14957,16434,19041,24164,6431,2284,2668,6667
ENSG00000201622,2,0,3,1,0,0,0,0
ENSG00000212297,0,0,0,0,0,0,0,1
ENSG00000213113,3,0,0,2,0,0,0,0
ENSG00000236246,0,0,0,0,0,0,0,0
ENSG00000222792,0,0,0,0,0,0,0,0
ENSG00000230304,0,0,0,0,0,0,0,0
ENSG00000226008,0,0,0,0,0,0,0,0
ENSG00000185621,2269,2518,1740,1824,1008,387,277,874
ENSG00000114745,1714,2079,1822,2311,641,226,356,942
ENSG00000119231,1492,1704,1338,1595,1626,495,625,1719
ENSG00000163975,68,65,69,111,446,161,180,469
ENSG00000075711,6677,7347,6807,6682,1502,423,491,1487
ENSG00000289396,16,23,22,25,22,6,12,22
ENSG00000265850,0,0,0,0,1,0,0,0
ENSG00000286870,0,0,0,0,0,0,0,0
ENSG00000163746,0,0,0,0,3,1,4,9
ENSG00000231780,0,0,0,0,0,0,0,0
ENSG00000227309,0,0,0,0,5,4,1,0
ENSG00000271841,0,0,0,0,0,0,0,0
ENSG00000233133,0,0,0,0,0,0,0,0
ENSG00000213383,36,51,63,60,61,17,31,82
ENSG00000214286,3,0,1,7,0,0,2,0
ENSG00000226238,0,0,2,0,0,0,0,0
ENSG00000131374,3793,4377,3806,3677,3814,1266,1164,3121
ENSG00000201182,0,0,0,0,0,0,0,0
ENSG00000157036,339,382,489,619,312,115,158,396
ENSG00000222883,0,0,0,0,0,0,0,0
ENSG00000240809,30,29,34,46,59,18,17,45
ENSG00000288793,0,0,0,0,0,0,0,0
ENSG00000199520,0,0,0,0,0,0,0,0
ENSG00000213450,0,1,1,0,0,0,0,0
ENSG00000287567,0,0,0,0,0,0,0,0
ENSG00000206891,0,0,0,0,0,0,0,0
ENSG00000212327,0,0,0,0,0,0,0,0
ENSG00000163702,171,202,141,185,34,13,21,61
ENSG00000288550,0,0,0,0,0,0,0,0
ENSG00000232287,0,0,0,1,0,0,0,0
ENSG00000172752,0,1,0,0,0,0,1,0
ENSG00000173402,17853,20409,13608,18217,6818,2097,2189,6424
ENSG00000280417,151,117,132,167,3,1,5,12
ENSG00000242142,0,0,2,6,0,0,0,0
ENSG00000163932,6286,6966,4128,5133,500,159,137,382
ENSG00000179934,2,0,0,1,0,0,0,0
ENSG00000228168,5,8,4,7,0,1,0,0
